feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,species
0.0007299963256171878,3.4319668715086913e-10,1.8687212581168108e-13,2.8761360215688827e-13,6.573335631500535e-26,5.248424931385104e-18,-1.1187491937530553e-26,237.18397241709184,51.998791307925686,58.0,255.0,255.0,2703.874297485208,0.7773679909253047,145.7549947725601,0.9732146828319883,2719.9349853991425,0.9001461082537089,474.1279241300348,10733.984946823985,1.345086236068472,1.7561779182809982,0.0030675413319891497,1.0450328151716728,-0.5119704320701136,0.8364734398888412,860.0,4.3706154336734695,33.09689798633204,860.0,0.0,0.0,0.0,255.0,0.0,219.3,all_leaves
0.0006954204296870069,5.7429144947654686e-12,1.1269214076287266e-14,1.4235545973587036e-13,5.219133604517075e-27,2.134461007286444e-19,2.295772827224936e-27,245.8173828125,38.093620428951404,64.0,255.0,255.0,1451.1239173850236,0.8238524561015278,103.67878607409301,0.964525037415861,1460.3360136928532,0.9342553808864484,491.5121824126049,5737.66526869731,1.0140990838821424,1.2532169973152487,0.0032876568372252886,0.7527846047510081,-0.5261645084830064,0.7680384833480033,453.0,2.302196269132653,24.119700266943997,453.0,0.0,0.0,0.0,255.0,0.0,115.515,all_leaves
0.0006847513504716764,1.735527756523125e-11,1.8748382047304902e-15,2.40011542278503e-13,4.365740572361347e-27,-9.895648397843133e-19,2.619506089400385e-27,247.15447624362244,35.518132555738966,60.0,255.0,255.0,1261.537740247044,0.8908882281488024,104.49436806868225,0.9588751088319029,1269.6186858353321,0.9527728232087459,494.20329473693846,4973.980375272637,0.6978832381311377,0.8749422309706636,0.0034861495451767735,0.5642080377271705,-0.5593891425777195,0.7012233709543715,391.0,1.9871053890306123,22.422383601564118,391.0,0.0,0.0,0.0,255.0,0.0,99.705,all_leaves
0.0007266770907303128,2.355899022831887e-10,2.2114040428101743e-13,9.207161979429662e-13,6.565027942701828e-26,-6.8220682478482045e-18,4.1023394832340774e-25,237.63052056760205,51.67213669121904,49.0,255.0,255.0,2670.009710236025,0.778999740212295,107.21615407742104,0.9800526496162532,2685.9597160271514,0.9037184241019192,475.02775460406116,10636.62271003113,1.3247222609100697,1.7165172617908673,0.0030847691369009643,0.9996480373141912,-0.5382486090542444,0.8464042385435044,456.0,2.3174426020408165,24.19870499234731,456.0,0.0,0.0,0.0,255.0,0.0,116.28,all_leaves
0.0007415035606241124,5.463269240076468e-10,3.8500798729892467e-13,1.2625506731055642e-12,-3.9638474579531366e-25,-2.1800742561053073e-17,7.859558230354665e-25,234.56636639030611,54.913531976182114,51.0,255.0,255.0,3015.4959940991757,0.7398036111163323,99.79985496839296,0.9835566478297499,3032.978676019213,0.8845249776812929,468.8575654825942,12032.114849108424,1.5466696737489898,2.028448309039808,0.002938043340439195,1.1590536083682816,-0.5304612727585729,0.876240169492196,564.0,2.866310586734694,26.882958602760223,564.0,0.0,0.0,0.0,255.0,0.0,143.82,all_leaves
0.0007446891268902572,1.0158033461786288e-09,4.4831248500538706e-14,1.5434095929474587e-14,-4.0598487451600885e-28,-4.915987774213894e-19,-1.3372813573105158e-30,233.8014987244898,56.326610762802275,52.0,255.0,255.0,3172.6870800242327,0.742796830580956,166.5942771428284,0.9739023583869124,3191.010022029848,0.8826092947192717,467.31738953700483,12597.445810976555,1.5267234194944295,2.028945501156448,0.002936846196132378,1.1990371272702955,-0.4927082626607616,0.8553838049207705,1226.0,6.230668048469388,39.37002829602078,1226.0,0.0,0.0,0.0,255.0,0.0,312.63,all_leaves
0.0007524475742354143,9.180317810274846e-10,9.95671518838134e-14,5.2876881688544756e-14,-3.53233746961658e-27,-1.5300432583680518e-18,1.4975940516197822e-27,232.80851403061226,55.69136114810933,56.0,255.0,255.0,3101.527706529141,0.7196343039149441,133.44750810553916,0.978614352673641,3119.0912535234,0.872214437472512,465.3186740661169,12342.91750598805,1.644556408941059,2.18850030998032,0.0028553253969634523,1.270908874611658,-0.4930492061573422,0.8713231288212547,1061.0,5.3921197385204085,36.68672209462386,1061.0,0.0,0.0,0.0,255.0,0.0,270.555,all_leaves
0.0007493806756165715,1.0180165423897815e-09,1.4023056855747954e-13,1.279573501059798e-13,1.6842005053846954e-26,3.891933300472361e-18,-3.1839930602992573e-27,232.7393574617347,57.58760367783159,55.0,255.0,255.0,3316.332097355002,0.7258538835978231,159.33907198893,0.9761200606379381,3335.317973170093,0.8764037176875874,465.1792334766937,13181.932820691392,1.6192618767391362,2.132718696757127,0.0028812434933092575,1.2389923842787072,-0.4949484551509614,0.8671916719060024,902.0,4.584064094387755,33.88100796091259,902.0,0.0,0.0,0.0,255.0,0.0,230.01,all_leaves
0.0007448977183184515,1.9091437101098058e-10,8.975829484839167e-14,4.69093914228573e-13,3.156300421806144e-26,1.3697314817099567e-18,-9.093381939281215e-26,235.60704320790816,52.74267722268596,58.0,255.0,255.0,2781.790000616437,0.7527624754823873,109.64603146823642,0.9804159426694419,2797.993143143989,0.8874605981194414,470.95383359504945,11082.326541107708,1.4357907489596007,1.9118525253233791,0.002974110238555406,1.1472628317156361,-0.5023787993096236,0.849711352122233,654.0,3.323700573979592,28.922252001863953,654.0,0.0,0.0,0.0,255.0,0.0,166.77,all_leaves
0.0007833512236510637,2.8600991569819003e-10,7.565424975532916e-14,5.172610905753513e-13,5.922357093927284e-26,5.361827736313966e-18,-8.344433068336219e-26,229.26879384566325,60.539298740506226,58.0,255.0,255.0,3665.0066919922583,0.6937070022757235,103.52964794633341,0.9859596579228839,3685.2249526947035,0.8615005601828889,458.1919797489895,14637.3701628325,1.757209464570518,2.3406535645970967,0.0027670370711208375,1.329091473169242,-0.49985610837863886,0.8883970943342753,601.0,3.0543486926020407,27.740401415219655,601.0,0.0,0.0,0.0,255.0,0.0,153.255,all_leaves
0.0007900027730157238,8.784671841937737e-10,1.289452632798926e-13,3.5775666377045413e-13,-3.2449023733308656e-26,-4.1021478274047485e-18,-6.965172797276635e-26,227.01596380739795,61.40368386862241,57.0,255.0,255.0,3770.41239263772,0.6617619276489242,126.08664775583662,0.9833733776503674,3790.496905703256,0.8414685501610002,453.6548980294626,15035.90097505712,1.9667597982658749,2.660039404819678,0.002639022504225208,1.4981795965422302,-0.47443861311846025,0.8987501717396269,1016.0,5.163424744897959,35.91674198549689,1016.0,0.0,0.0,0.0,255.0,0.0,259.08,all_leaves
0.0007628844353211613,1.303896360296787e-09,1.097490352239402e-13,1.1338847318239983e-13,-4.891004501046927e-27,-1.6933567077821393e-18,-1.1665052580421181e-26,230.3076769770408,58.986572187220766,58.0,255.0,255.0,3479.4156983982066,0.6940918471696583,134.58361495645687,0.9807724316629725,3498.730143735118,0.8626389348344106,460.2833212484882,13860.336959984008,1.774742767548886,2.349149867527879,0.0027703720773899357,1.334379633659823,-0.49903396521779464,0.8881557624627201,883.0,4.487503985969388,33.528731326999285,883.0,0.0,0.0,0.0,255.0,0.0,225.165,all_leaves
0.0007914728382599182,6.777495535008979e-10,1.9527821022953309e-13,7.49077979317652e-13,-1.6891963277425878e-26,-3.0598730411397336e-18,-2.859968436653791e-25,226.89413265306123,61.63717526795835,54.0,255.0,255.0,3799.141375013016,0.6642118741707106,133.8150881797198,0.9824887060918718,3819.3779408038426,0.8425584262701575,453.40977998070974,15143.696675035593,1.96379985853102,2.6595502526003187,0.002648884495077647,1.4854667549069684,-0.4717165380037937,0.8976099210535953,976.0,4.960140306122449,35.216938910200646,976.0,0.0,0.0,0.0,255.0,0.0,248.88,all_leaves
0.0007529119604439605,6.439779144997943e-10,5.2032023236300894e-14,7.95876187295288e-14,-5.120471494048695e-27,-2.018432667878032e-18,-1.0636047168715616e-28,233.47118144132654,55.37300253953389,50.0,255.0,255.0,3066.169410243227,0.7302153458605599,144.527941128416,0.9765718362934066,3083.6790063798962,0.8762598722568729,466.65230459806435,12190.188084391193,1.6290717009013678,2.1553346504690576,0.0028899238067106262,1.2372858201948513,-0.49695395256691244,0.8706169091492434,948.0,4.8178411989795915,34.71797678323451,948.0,0.0,0.0,0.0,255.0,0.0,241.74,all_leaves
0.0007693597996333073,1.4673093554598823e-09,2.9477265561437515e-13,2.1427007387275018e-13,-3.8330413193374835e-26,-6.3450899011209e-18,-3.782332842462853e-26,229.0242546237245,60.262865117678764,54.0,255.0,255.0,3631.6129121915437,0.6813791553309285,147.2367316121234,0.9798445353216914,3651.5249062774983,0.8552448693529957,457.6997972762372,14458.862893497877,1.8280328018222098,2.433589432369435,0.0027203202285918542,1.3856319544327282,-0.4907606293387125,0.8904781345691885,831.0,4.223234215561225,32.54364788601034,831.0,0.0,0.0,0.0,255.0,0.0,211.905,all_leaves
